function,optimiser,converged,iterations,final_value,runtime_ms,config
ackley,cSGD_offdiag_0_m,False,1000,0.0014438451461238344,756.3235759735107,"{'learning_rate': 0.20063985466956757, 'momentum': 0.007000306174623959, 'xi': 0.03043225257959233, 'gamma': 0.4867067373322541, 'weight_decay': 0.007828270199584491, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
ackley,cSGD_fixed_rms,False,1000,0.00034933443250650953,101.61113739013672,"{'learning_rate': 1.2539681827299676, 'momentum': 0.518678428970984, 'xi': 0.9665552703013383, 'beta': 0.0, 'beta_rms': 0.8934152246860254, 'eps': 4.830076753309594e-09}"
ackley,cSGD_learn_diag_log,True,27,9.012854462753239e-07,50.98128318786621,"{'learning_rate': 5.278854897618922, 'momentum': 0.3644168425390848, 'xi': 1.4178585276971019, 'beta': 0.5281208821865676, 'metric_lr': 1.0857594881613104e-05, 'metric_reg': 4.2955933851384755e-06, 'metric_clip': 1.6713557484938186}"
ackley,cSGD_offdiag_m_theta,True,168,9.293651963560023e-07,110.64815521240234,"{'learning_rate': 1.8035831084369656, 'momentum': 0.015701388562320492, 'xi': 9.177829089474232, 'gamma': 5.188694674477384, 'weight_decay': 0.00206126915380118, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
ackley,cSGD_offdiag_theta_m,True,499,9.517407626447039e-07,351.149320602417,"{'learning_rate': 0.05051723284085312, 'momentum': 0.7779454617297016, 'xi': 3.0752880410600616, 'gamma': 0.0041613714964023685, 'weight_decay': 0.007517878185347501, 'base_mode': 'grad', 'use_momentum_for_update': True}"
rastrigin,cSGD_offdiag_theta_0,True,199,1.0111243398114311e-08,142.9269313812256,"{'learning_rate': 0.00019180025299774255, 'momentum': 0.9013603320097122, 'xi': 0.007418953297455675, 'gamma': 0.004552788561065859, 'weight_decay': 0.006198540422854863, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
rastrigin,cSGD_offdiag_m_l,True,126,8.522831080881588e-07,80.65605163574219,"{'learning_rate': 0.11889343680709646, 'momentum': 0.043165347824046435, 'xi': 0.025941484408932517, 'gamma': 0.027538301145994166, 'weight_decay': 0.005780383792935126, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
rastrigin,cSGD_offdiag_m_0,True,21,2.253070476854191e-07,14.960289001464844,"{'learning_rate': 1.696967976375515, 'momentum': 0.6842230194491832, 'xi': 0.09117976159980364, 'gamma': 0.001433864441794569, 'weight_decay': 0.00449222746314032, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
rastrigin,cSGD_fixed_log,False,1000,7.959662381108174,85.64591407775879,"{'learning_rate': 0.009691181269788143, 'momentum': 0.8525023848608113, 'xi': 0.002057561718010412, 'beta': 0.0}"
rastrigin,cSGD_learn_scalar,True,63,1.7681323072338273e-09,45.46022415161133,"{'learning_rate': 2.020560151023486, 'momentum': 0.9844257737639387, 'xi': 0.08868104314489407, 'beta': 0.8509133450071628, 'metric_lr': 0.818120271389902, 'metric_reg': 3.963331274788201e-06, 'metric_clip': 1.2255475773880105}"
rastrigin,cSGD_offdiag_m_m,True,643,2.938381982175997e-07,398.96559715270996,"{'learning_rate': 0.04837705158103855, 'momentum': 0.23119409000727498, 'xi': 0.006830469323771813, 'gamma': 0.013685752890581278, 'weight_decay': 0.007983619026554516, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
rastrigin,cSGD_learn_diag,True,85,2.840120494340681e-07,50.94480514526367,"{'learning_rate': 1.9104032261790311, 'momentum': 0.8816306273223224, 'xi': 0.0935766120045581, 'beta': 0.8244179504863702, 'metric_lr': 2.2384664233418083e-05, 'metric_reg': 0.0019527295732562797, 'metric_clip': 1.561660289042217}"
rastrigin,cSGD_learn_scalar_log,True,41,7.848454224301804e-07,45.03035545349121,"{'learning_rate': 0.955504744844799, 'momentum': 0.7271225633245593, 'xi': 0.028919371971757604, 'beta': 0.5910362657642443, 'metric_lr': 0.0010524965940624771, 'metric_reg': 0.00029287699919349267, 'metric_clip': 3.535099605996481}"
rastrigin,cSGD_offdiag_l_l,True,193,9.124934692295028e-07,131.51097297668457,"{'learning_rate': 0.04567287675855033, 'momentum': 0.5089369160498463, 'xi': 0.04121690365208577, 'gamma': 0.6856119643693865, 'weight_decay': 0.0020055589562487874, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
rastrigin,Muon,True,718,7.77378943439544e-08,476.08375549316406,"{'learning_rate': 2.4999827876536296, 'adam_b1': 0.6832578274849955, 'adam_b2': 0.8225268192474687, 'eps': 4.097796957228272e-09, 'beta': 0.9115472917765017}"
rastrigin,cSGD_offdiag_theta_l,True,452,4.441200829319314e-07,291.2638187408447,"{'learning_rate': 0.1452617540855789, 'momentum': 0.280413420826644, 'xi': 0.18464010627303384, 'gamma': 0.0017316770249536382, 'weight_decay': 0.00937921417083486, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
rastrigin,cSGD_offdiag_0_theta,True,288,7.39730836585295e-08,210.48521995544434,"{'learning_rate': 0.0907331060710499, 'momentum': 0.017048123735135843, 'xi': 0.31157729734094625, 'gamma': 0.0011600100823972778, 'weight_decay': 0.005214083386344808, 'base_mode': 'grad', 'use_momentum_for_update': True}"
rastrigin,cSGD_offdiag_l_m,True,150,4.052814972510532e-09,99.19929504394531,"{'learning_rate': 0.07898636233649693, 'momentum': 0.15206607517946685, 'xi': 0.004065746785445506, 'gamma': 0.12130024165050622, 'weight_decay': 0.003121665221024671, 'base_mode': 'grad', 'use_momentum_for_update': False}"
rastrigin,SGD,True,117,9.055220289155841e-07,7.555961608886719,"{'learning_rate': 0.03002066702970592, 'momentum': 0.20314480580569746}"
rastrigin,cSGD_offdiag_theta_theta,True,458,7.533994050845649e-08,292.1280860900879,"{'learning_rate': 0.18010025574108174, 'momentum': 0.1208491745095309, 'xi': 0.21363948776182143, 'gamma': 0.9579691009418311, 'weight_decay': 0.006367975001549968, 'base_mode': 'grad', 'use_momentum_for_update': True}"
rastrigin,cSGD_offdiag_l_theta,True,72,4.227371341869457e-07,46.29015922546387,"{'learning_rate': 0.17986621719669524, 'momentum': 0.9859119981450759, 'xi': 0.04976755608540657, 'gamma': 0.022604182756645497, 'weight_decay': 0.0007360880107974722, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
rastrigin,cSGD_offdiag_l_0,False,1000,0.0711369994049349,757.1649551391602,"{'learning_rate': 0.002607035971312963, 'momentum': 0.3653860301995376, 'xi': 0.14190997709148703, 'gamma': 0.0003212472234307818, 'weight_decay': 0.006246576935893067, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
rastrigin,cSGD_offdiag_0_l,True,219,3.1409042833274725e-07,150.76708793640137,"{'learning_rate': 0.0029899816428323985, 'momentum': 0.9667681259215221, 'xi': 0.00020931136392336258, 'gamma': 0.00022401776692826687, 'weight_decay': 0.005951165649466782, 'base_mode': 'momentum', 'use_momentum_for_update': True}"
rastrigin,cSGD_fixed,True,15,2.2352502071498748e-07,34.863948822021484,"{'learning_rate': 0.5596555066917522, 'momentum': 0.08655664960754518, 'xi': 0.05599794038251783, 'beta': 0.0}"
rastrigin,Adam,True,35,6.678937296555887e-07,47.313690185546875,"{'learning_rate': 0.8499925844685774, 'b1': 0.8771725545297778, 'b2': 0.9333127566196588, 'eps': 5.1041238359293835e-09}"
rastrigin,cSGD_offdiag_0_m,True,963,6.376305705657614e-08,639.6481990814209,"{'learning_rate': 1.0032292404364496, 'momentum': 0.6400765110356681, 'xi': 0.025699976666168762, 'gamma': 0.02393565054096321, 'weight_decay': 0.007591674783739307, 'base_mode': 'momentum', 'use_momentum_for_update': False}"
rastrigin,cSGD_fixed_rms,True,101,5.586945981406188e-07,48.37536811828613,"{'learning_rate': 0.962994005689892, 'momentum': 0.7842735691171887, 'xi': 0.004959523047254946, 'beta': 0.0, 'beta_rms': 0.9965395855909271, 'eps': 5.412488783735716e-07}"
rastrigin,cSGD_learn_diag_log,False,1000,7.959662381108174,100.81028938293457,"{'learning_rate': 0.0003692024165667023, 'momentum': 0.23469968726243626, 'xi': 0.06153070237872739, 'beta': 0.53546443266512, 'metric_lr': 0.5897367714080686, 'metric_reg': 7.816666881677302e-06, 'metric_clip': 4.68923110193434}"
rastrigin,cSGD_offdiag_m_theta,True,449,1.4358079170051496e-08,281.04567527770996,"{'learning_rate': 0.00028888695498951826, 'momentum': 0.57507042425528, 'xi': 0.0004323098340543158, 'gamma': 0.0027504598905191678, 'weight_decay': 0.0066137273021102975, 'base_mode': 'grad', 'use_momentum_for_update': True}"
rastrigin,cSGD_offdiag_theta_m,True,155,5.513107836918607e-08,102.72097587585449,"{'learning_rate': 0.37454187744754713, 'momentum': 0.6315080828059717, 'xi': 0.00019361025474495843, 'gamma': 1.5065422467904066, 'weight_decay': 0.003750988273198905, 'base_mode': 'momentum', 'use_momentum_for_update': False}"
